,커피/Noun,가격/Noun,직원/Noun,분위기/Noun,디저트/Noun
잠시/Noun,5.915964e-19,2.334818e-24,2.5902547e-21,1.6728043e-19,2.2907617e-22
그때/Noun,1.262738e-18,2.313745e-22,1.0025346e-18,8.689132e-19,2.1248994e-20
제/Modifier,1.7677336e-15,6.6078217e-19,3.9368847e-19,4.2613715e-18,1.2536483e-17
주차장/Noun,1.5557783e-20,7.2486846e-22,7.418406e-21,3.7137005e-19,1.4192188e-20
여유롭다/Verb,9.117711e-18,4.2419676e-21,3.2097493e-19,2.9259043e-17,5.8454357e-19
에그타르트/Noun,9.197412e-14,4.397311e-19,1.7743866e-17,1.2121212e-14,3.559647e-14
배려/Noun,2.9969527e-21,6.9370786e-25,6.997989e-20,2.7796813e-20,3.6066367e-23
모금/Noun,1.5651912e-18,1.2081279e-22,1.3154178e-23,7.9746476e-22,6.4103034e-22
밝다/Verb,3.1346917e-18,5.32289e-22,9.685337e-18,1.6937534e-15,1.624872e-20
엉망/Noun,1.03166355e-17,3.7674636e-20,1.0102285e-17,3.318734e-18,4.587835e-20
물다/Verb,2.4382555e-19,5.37129e-23,1.0346421e-19,7.464506e-21,1.0118926e-21
아포가토/Noun,1.0736536e-12,1.7160441e-19,1.07809414e-16,1.7821192e-14,5.8383583e-16
몽블랑/Noun,7.843706e-15,3.673542e-20,4.709514e-20,3.7357558e-17,2.3675913e-16
복잡하다/Adjective,4.2200214e-19,1.2493782e-20,7.7790593e-19,3.8089703e-18,1.3722111e-19
상하/Noun,5.352448e-17,5.7634605e-21,1.3938793e-18,2.9278552e-19,2.4986388e-20
멋/Noun,4.8394437e-18,1.9288614e-21,7.166046e-20,1.0619509e-16,5.7189826e-20
단호박/Noun,2.2311545e-18,2.0762124e-22,8.017508e-21,3.4278706e-19,5.940022e-20
돌아다니다/Verb,2.131697e-18,1.524161e-22,6.070717e-18,3.448097e-17,4.0787927e-20
촬영/Noun,6.3544134e-19,1.9985561e-22,9.247164e-20,1.0994158e-17,3.412615e-21
섞다/Verb,1.5183453e-16,1.0858053e-21,4.1573957e-22,2.2243113e-20,2.1027557e-21
나요/Eomi,8.1597573e-19,5.097463e-21,2.9709769e-21,7.323461e-19,7.790279e-20
청결하다/Adjective,2.6402892e-18,1.0488002e-20,4.6780075e-17,4.502934e-17,4.498037e-19
인터넷/Noun,5.5699987e-17,4.107664e-20,7.4836775e-18,8.995452e-17,1.2662842e-17
영수증/Noun,3.709693e-19,5.1525724e-22,2.4978287e-20,1.02540015e-20,3.3305745e-21
링/Noun,5.3425317e-18,8.049831e-23,1.6842539e-18,1.1833543e-17,8.3808095e-18
벅/Noun,3.3588612e-21,4.5890008e-23,1.4342173e-21,4.1067377e-21,8.0617894e-22
핫초코/Noun,2.4176082e-14,8.2826516e-21,2.3782236e-19,2.46464e-16,1.2731724e-16
소개/Noun,7.1863855e-20,2.8120462e-23,3.8930193e-21,1.05302606e-19,4.671115e-21
어/Eomi,2.0773835e-16,1.2033095e-19,1.710211e-16,7.219978e-16,1.0072616e-17
사주/Noun,7.664305e-18,1.3232706e-21,4.4361316e-18,2.3616997e-17,1.2836212e-19
을지로/Noun,9.541475e-18,2.0001904e-20,2.0393295e-20,4.9555006e-15,4.363873e-19
갑자기/Noun,8.1831365e-19,1.697388e-23,9.859345e-19,2.5509263e-19,4.548346e-21
카야/Noun,1.5288584e-17,2.0185846e-22,3.2883707e-21,3.0501373e-19,1.6401363e-19
여/Modifier,8.7733396e-17,7.3487525e-21,2.5873651e-18,7.8988264e-17,7.739514e-19
자르다/Verb,5.902594e-20,3.9839849e-22,9.771238e-20,2.7145134e-20,1.0776679e-21
아아/Noun,1.2867971e-13,5.742944e-20,7.9082256e-19,1.0625552e-15,3.400549e-17
고요/Noun,4.505855e-17,1.2161609e-20,4.2714085e-20,6.22982e-19,6.219627e-21
브랜드/Noun,1.7203398e-16,6.995453e-20,6.3617834e-20,1.28003826e-17,1.8829247e-18
레스토랑/Noun,9.689545e-19,2.8128615e-23,7.418399e-23,3.6933437e-18,1.0674607e-19
바질/Noun,1.3588719e-17,1.0727132e-21,5.282958e-22,2.3663338e-18,4.0298418e-21
충격/Noun,4.6552706e-19,9.689858e-23,1.8293117e-21,1.9267066e-21,2.605268e-21
주의/Noun,9.847851e-17,3.203291e-19,5.4296255e-18,4.264933e-18,3.620882e-20
어이없다/Adjective,6.519746e-16,2.231792e-19,1.10561556e-16,2.7606119e-17,3.4790116e-18
목소리/Noun,3.4782257e-20,1.9678031e-23,2.7797067e-17,2.2769739e-19,6.530027e-23
당하다/Adjective,4.4341566e-16,3.7641294e-21,6.5946552e-18,1.5566957e-16,1.1352056e-19
미국/Noun,9.838582e-16,1.9908274e-20,2.6291807e-20,2.7846843e-17,2.8274026e-18
보임/Noun,6.737131e-16,4.28474e-21,5.919179e-16,1.733589e-15,9.1384995e-18
한가하다/Adjective,9.6077926e-20,1.0226056e-23,9.434985e-19,1.0031544e-18,5.1706705e-21
찍/Noun,1.6493533e-19,4.675226e-24,1.3788421e-21,4.3996093e-19,7.683991e-22
괜히/Adverb,8.565983e-18,2.7241073e-21,1.37067426e-17,2.7225531e-18,2.0001303e-19
북/Noun,8.989904e-15,3.4205423e-19,9.99457e-19,1.10676035e-14,4.3439492e-16
소/Modifier,2.7060103e-16,8.70391e-23,1.4009465e-20,1.2380554e-17,1.3706781e-19
아저씨/Noun,4.333232e-20,3.8963282e-23,4.616425e-16,1.3395701e-19,1.2005526e-21
공차/Noun,1.8961298e-14,5.96539e-19,1.9425416e-16,5.4051393e-17,4.2559337e-16
롱/Noun,8.831911e-15,1.3733361e-20,3.401791e-19,1.2014576e-17,8.991158e-18
필터/Noun,8.5606715e-15,1.7337828e-20,5.5001198e-21,2.2501813e-18,3.480897e-18
예술/Noun,5.648252e-15,8.575423e-20,2.4310103e-20,1.3221235e-16,7.251599e-19
살리다/Verb,1.6469077e-19,3.1831841e-24,1.002058e-23,7.180986e-20,4.6341937e-23
의문/Noun,3.8303728e-19,7.4990734e-20,6.135245e-20,2.4244085e-19,1.06969405e-20
정원/Noun,1.5266081e-18,1.9617932e-22,3.2970755e-21,3.8393148e-17,1.2197431e-20
듬뿍/Noun,1.8132085e-20,1.5621511e-23,2.7244592e-22,2.1198866e-21,7.488542e-23
흑임자/Noun,8.1910766e-17,5.9433937e-22,5.502893e-20,6.1286985e-19,1.2915444e-18
무섭다/Adjective,7.995099e-19,8.449714e-22,1.205857e-16,1.0235644e-18,6.718046e-21
프렌치토스트/Noun,1.6452038e-14,3.2686016e-19,3.092138e-18,5.484336e-16,1.8966886e-16
치킨/Noun,1.8593558e-18,1.435722e-22,1.4588218e-21,8.857671e-19,5.732196e-20
서로/Noun,5.861116e-17,1.3213487e-21,1.8001647e-17,6.692536e-16,1.038914e-18
더치/Noun,2.8979467e-16,8.517457e-20,5.37136e-20,7.348175e-18,2.767633e-18
배부르다/Adjective,4.524336e-17,1.7166261e-20,7.0316524e-20,6.3081898e-18,8.939794e-17
아담하다/Adjective,3.1254055e-16,1.110487e-20,3.5586608e-19,7.6601404e-14,2.353785e-17
해봤다/Verb,7.977364e-20,6.3023013e-24,1.8536537e-19,4.7486423e-20,9.235526e-21
당기다/Verb,9.72271e-21,1.4839769e-23,1.9516629e-23,2.8901138e-20,4.067617e-22
오전/Noun,1.6891503e-18,2.5823017e-22,1.1766203e-17,2.2186537e-17,6.66493e-20
외국/Noun,5.1081407e-17,1.2578132e-21,6.0692087e-19,8.248832e-18,2.9935522e-18
해주시/Noun,1.7232938e-18,9.5572966e-23,1.5346725e-17,1.7907659e-19,9.382154e-19
냉동/Noun,4.6826653e-18,6.6227036e-21,3.981102e-20,2.2279885e-20,1.9968218e-19
복숭아/Noun,1.6566254e-17,5.347108e-22,4.0264305e-21,2.29747e-18,3.3017736e-19
전통/Noun,6.054996e-16,3.1962204e-21,1.0044816e-21,9.147577e-16,3.6270104e-18
동물/Noun,8.483385e-18,1.988065e-20,2.659923e-17,5.918927e-17,4.9065484e-18
트/Noun,5.7279155e-19,2.0372512e-22,2.1139271e-21,7.338506e-19,6.4524654e-18
떠나다/Verb,4.9540376e-18,3.888251e-23,3.5630873e-20,1.7092692e-19,1.5259537e-21
간식/Noun,1.6382418e-19,5.9025855e-23,1.2314028e-20,5.650501e-20,6.5949466e-21
잔뜩/Noun,1.34907905e-17,2.5055739e-23,3.2107625e-21,7.9457167e-20,1.7005922e-20
클래식/Noun,4.8563277e-18,1.0960128e-22,3.4230957e-22,8.862643e-18,9.130466e-22
빙/Noun,6.9731827e-19,2.1061022e-22,5.4780677e-22,9.620073e-21,4.396602e-21
청계천/Noun,2.1117601e-20,5.9149984e-25,1.7375286e-22,4.0798044e-20,3.199244e-22
모/Noun,4.105544e-15,5.056868e-21,2.7198218e-19,1.0158015e-16,9.911349e-18
포토/Noun,7.2580995e-20,5.758554e-23,2.568991e-20,4.7754237e-18,2.6936353e-20
애정/Noun,2.7162667e-18,2.1043022e-23,5.471182e-20,4.5309835e-18,4.4132393e-20
대체/Noun,3.37096e-17,3.3559667e-21,6.715257e-20,4.948881e-18,1.5517307e-19
떡볶이/Noun,5.746217e-17,2.3707926e-22,6.914082e-21,3.7509617e-18,1.1127393e-19
만석/Noun,2.3994642e-20,2.5875941e-24,8.4252854e-22,4.759794e-21,1.8778145e-21
앤/Noun,3.377819e-18,1.2308897e-22,2.128622e-21,7.737536e-19,5.01786e-21
오르다/Verb,5.873625e-18,1.6439567e-20,6.8202e-20,6.1379436e-18,1.4857535e-18
목/Noun,2.0912478e-18,3.6503756e-23,7.39473e-21,9.784708e-19,7.681181e-21
감다/Verb,1.8226217e-17,3.0392512e-21,1.5589313e-22,3.9569097e-19,7.281557e-21
얹다/Verb,1.430416e-19,2.4700617e-23,3.637878e-23,9.984151e-22,1.411541e-20
후회/Noun,1.9837704e-19,7.3807477e-22,4.141869e-21,8.549158e-21,4.0547628e-20
장난/Noun,1.4146475e-18,2.457685e-22,1.1869887e-18,2.9864887e-20,3.4087636e-21
시간대/Noun,2.207786e-19,1.605395e-22,4.3052897e-19,5.6671492e-18,1.6097944e-19
무지개/Noun,5.535023e-19,3.8342976e-23,5.2966797e-22,3.8205498e-20,1.5145293e-21
드디어/Adverb,3.9860315e-17,8.8480614e-23,1.5847823e-19,1.911826e-17,5.2529836e-19
넉넉하다/Adjective,7.961168e-18,7.177947e-20,4.5627024e-20,4.0144604e-17,1.2845863e-19
단체/Noun,1.2539915e-19,7.632567e-24,1.8288192e-18,6.555052e-18,1.6103649e-20
기계/Noun,1.1685821e-17,2.6091255e-22,1.5008655e-19,1.0148283e-18,1.8900697e-19
롤케이크/Noun,3.247316e-17,7.5626684e-22,1.0055205e-21,3.1454961e-18,2.6740951e-17
청결/Noun,7.2204353e-19,6.6883555e-22,6.451207e-19,3.7409876e-18,2.6543845e-20
구석/Noun,1.3274524e-20,5.3908325e-23,8.170678e-22,1.0000405e-18,5.798167e-22
공연/Noun,3.6296796e-19,1.5230394e-22,6.688818e-21,1.781711e-18,1.8904798e-20
사서/Noun,2.3660823e-17,1.5972835e-21,4.1749096e-22,7.241865e-20,2.532137e-19
테/Noun,9.580181e-16,3.0254428e-19,2.8683818e-17,1.8693367e-15,2.6391328e-17
가족/Noun,1.8272999e-17,8.0119394e-22,1.2341876e-19,5.991371e-17,3.911392e-19
공원/Noun,3.290658e-19,3.9553473e-23,6.538453e-23,1.7387313e-19,1.9948327e-21
석/Noun,6.180046e-18,4.0890223e-23,3.0721236e-20,3.2750062e-18,1.218571e-20
빠르다/Adjective,1.016297e-17,3.6300382e-20,4.011462e-16,2.0116331e-17,2.826865e-17
약하다/Adjective,1.338719e-16,2.9263795e-20,8.721202e-21,1.6275164e-18,2.652665e-19
향기/Noun,2.0759246e-17,2.5121406e-22,5.052764e-20,1.7311825e-16,2.5386463e-19
나누기/Noun,7.362701e-20,2.1551155e-24,1.5101851e-21,1.3763802e-17,2.2150204e-22
신안/Noun,8.001101e-21,3.714796e-24,8.745092e-20,5.5758755e-21,2.3061055e-22
신/Noun,8.689307e-17,8.990189e-20,1.1199409e-18,8.201673e-18,4.569936e-18
천원/Noun,1.1428665e-18,6.7684416e-20,5.4058915e-21,1.5724135e-19,3.5393805e-20
조/Modifier,4.936437e-18,1.274987e-21,3.5471908e-21,5.4409252e-18,9.246207e-21
재즈/Noun,1.5655212e-16,2.6036472e-22,1.5238787e-19,1.7886803e-15,3.2421755e-19
일이/Modifier,3.716877e-18,9.16383e-21,5.0021576e-18,1.3857623e-18,1.1173921e-20
발/Noun,2.4748686e-18,3.5138125e-24,2.4203426e-19,6.6064637e-18,2.4470599e-20
슈/Noun,2.1159642e-17,5.9187317e-22,9.994211e-22,2.6682243e-18,2.0747508e-19
가시다/Verb,9.601967e-20,2.3224807e-23,5.3761567e-20,1.5171438e-20,1.1977765e-20
머신/Noun,8.1043657e-16,4.0404803e-20,5.8547165e-20,2.4179548e-17,3.9832595e-20
대하/Noun,1.00881416e-19,6.235299e-23,1.2060996e-18,4.0629823e-21,2.3576432e-22
데우다/Verb,3.2702964e-20,1.1243213e-23,1.334137e-22,1.04732784e-22,7.6896167e-23
끄덕/Noun,8.1109145e-18,2.596833e-22,3.976911e-21,4.378346e-19,5.836052e-20
눅눅하다/Adjective,6.287388e-17,1.02713886e-19,3.6869653e-19,2.4919223e-17,3.2561443e-19
젊다/Adjective,1.989092e-17,6.199017e-22,5.734286e-16,7.678531e-17,6.3085446e-20
수박/Noun,2.3907801e-16,6.4261437e-22,1.414279e-20,1.07619416e-19,4.3018257e-19
어제/Noun,2.5817763e-17,2.1558824e-22,2.6116503e-18,2.1682842e-17,5.318169e-19
세련되다/Adjective,8.2388084e-16,7.0481404e-20,5.3495825e-20,1.7092728e-15,1.4143892e-17
쳐다보다/Verb,2.0296592e-20,5.1326896e-26,3.8642308e-19,3.3162741e-21,7.087652e-24
꺼내다/Verb,1.8189882e-18,7.968014e-23,3.9439196e-19,2.1090629e-20,1.0830467e-20
퉁/Noun,3.6452602e-20,2.2541628e-22,1.0771082e-15,7.714518e-19,1.0903788e-22
대표/Noun,4.99703e-17,5.5988283e-22,1.0309107e-20,1.2309344e-18,1.8009518e-20
트이다/Verb,6.125894e-19,6.2522105e-23,5.087381e-21,6.552152e-18,4.7881068e-23
옥상/Noun,1.8108403e-17,1.8427864e-22,3.786307e-21,3.9764965e-16,7.443891e-21
전/Modifier,1.1275037e-16,1.6533579e-21,1.9486541e-19,5.1882455e-17,2.409916e-17
미술관/Noun,2.450248e-18,8.81902e-22,8.967066e-21,3.7540844e-17,7.8048804e-21
토요일/Noun,4.6015987e-18,1.443768e-22,1.2736714e-18,3.7361527e-18,1.8413338e-20
폭/Noun,1.1247794e-17,1.0474042e-21,6.5954e-21,7.526306e-18,2.493603e-19
딱이다/Adjective,3.6087e-16,2.535335e-20,1.8939682e-18,1.5264716e-14,1.0195548e-17
케/Noun,1.1287418e-18,3.541904e-21,4.5036636e-21,1.9005532e-19,3.879725e-19
긋다/Verb,8.071037e-18,5.8958754e-24,3.873998e-21,2.2764364e-18,4.5916294e-22
특유/Noun,2.0976428e-15,9.994403e-22,8.2999574e-20,1.01176014e-16,6.8598347e-20
맛탕/Noun,3.4425543e-15,1.6038481e-20,3.0876706e-18,4.3809928e-16,9.9874854e-18
토핑/Noun,2.9509007e-17,1.7249222e-21,6.9359586e-20,2.1477606e-18,4.0077582e-17
카카오/Noun,4.625095e-17,5.9566775e-20,5.610018e-19,5.1261553e-18,2.0070561e-18
데려가다/Verb,3.549904e-18,1.6206362e-22,3.8510306e-19,8.152667e-18,1.3020858e-19
인간/Noun,2.5867547e-17,1.9338657e-19,1.2895906e-17,2.7887666e-17,1.2905643e-18
불/Noun,2.9667798e-18,4.484617e-21,6.007712e-17,9.054905e-18,7.7978063e-19
나은/Noun,8.8836294e-18,4.0626703e-22,4.1224965e-21,5.9436293e-19,1.5642047e-20
단/Modifier,1.1349642e-17,1.3033225e-20,2.142986e-21,3.972351e-19,1.2034746e-19
그린/Noun,2.5111984e-17,2.6190477e-22,4.1198415e-20,7.957369e-19,5.496285e-20
핸드폰/Noun,2.6208005e-19,2.068842e-24,3.360919e-17,1.6707955e-19,1.0380726e-21
진동/Noun,3.50584e-20,7.99816e-24,5.3917483e-19,1.1738576e-19,1.5768321e-22
힌트/Noun,1.7428286e-19,1.1552953e-22,1.5842884e-17,2.1653054e-20,2.6371952e-21
버블티/Noun,1.3710582e-14,9.762072e-20,3.6988146e-18,2.027658e-17,3.2577517e-16
학교/Noun,4.6201175e-19,3.2154172e-23,1.7453835e-19,1.0379949e-18,2.2724245e-21
몰리다/Verb,1.4977126e-21,1.2442586e-23,5.0820664e-21,4.683748e-21,1.1193662e-22
시즌/Noun,3.841085e-18,7.424405e-22,1.7417112e-20,2.2996882e-18,5.987024e-19
세요/Eomi,2.3224802e-16,1.1568665e-20,8.8141516e-20,4.0854487e-17,7.205632e-19
애견/Noun,1.237031e-17,2.3276184e-21,2.1330798e-18,2.8973498e-16,3.0188944e-19
창/Noun,1.7410146e-19,2.9685836e-23,7.38599e-21,1.6213384e-18,2.8120247e-23
서빙/Noun,3.3856238e-18,5.675015e-21,3.7491187e-17,3.3962952e-18,4.4786163e-21
협소해/Noun,3.6130195e-19,4.8256287e-21,1.261544e-18,6.3619594e-18,3.2996677e-21
깡패/Noun,2.4181152e-14,3.3982137e-18,1.8364331e-17,3.061709e-14,1.6075141e-16
프랑스/Noun,3.5449388e-17,4.2700075e-20,3.8113936e-20,7.884703e-18,4.44913e-18
씹다/Verb,4.480212e-18,8.555026e-22,5.180838e-21,1.1734361e-20,3.032883e-20
한다는/Modifier,1.3642677e-18,2.5400095e-21,9.243611e-18,2.6240418e-19,7.160826e-20
찻잔/Noun,2.7305558e-15,6.392655e-20,4.1660724e-18,2.7267756e-16,1.060534e-16
데리/Noun,2.5115695e-19,6.102441e-23,6.957609e-20,2.7804996e-19,3.058373e-20
럼블/Noun,3.2882381e-18,6.4716236e-24,1.54224e-21,4.9399737e-20,1.2196912e-21
몸/Noun,3.0606915e-15,2.532957e-20,6.8632185e-18,3.1771086e-15,3.585014e-18
라떼/Noun,1.4241466e-15,4.5430595e-20,1.2080558e-19,5.8220495e-18,1.4060287e-18
스트레스/Noun,5.2913387e-18,7.717828e-23,1.0296025e-19,3.7283226e-18,3.4919055e-20
언니/Noun,6.5511836e-16,1.5228301e-22,4.828548e-17,3.3489798e-16,1.1257834e-18
대단하다/Adjective,1.33178296e-14,3.4928133e-19,1.1133177e-17,4.0241837e-16,2.5276315e-18
양/Modifier,7.225461e-16,6.344683e-17,4.4987942e-18,6.684498e-16,3.2716505e-16
레모네이드/Noun,4.1913263e-16,1.6082093e-21,1.06910655e-20,4.6124244e-18,2.7085065e-18
아름답다/Adjective,3.0034822e-17,1.298612e-21,1.63429e-20,3.3985652e-17,3.764847e-21
추하다/Adjective,4.5886447e-18,1.3402888e-22,9.269767e-20,5.1806483e-18,2.8047976e-20
미지근하다/Adjective,3.9705996e-16,1.392884e-20,9.478022e-19,4.1139233e-19,3.5898294e-19
분기/Noun,3.1310554e-20,5.603957e-22,3.7519615e-19,3.1063576e-20,1.0755375e-19
음료수/Noun,1.4541917e-12,7.8075725e-18,1.9933324e-15,2.339698e-14,1.5837107e-14
산도/Noun,1.1912175e-16,1.1973981e-19,6.152307e-20,5.7014317e-18,2.2343424e-16
가을/Noun,6.5421864e-18,1.7323382e-24,3.3810882e-21,9.362964e-17,1.8222433e-20
라즈베리/Noun,1.0994967e-15,3.9462763e-22,1.893114e-20,2.2392133e-17,2.2737981e-18
찾아보다/Verb,2.6128076e-17,2.0303773e-22,2.9048598e-19,1.34791645e-17,2.9964627e-20
호텔/Noun,2.4804125e-14,1.6222726e-18,1.0776326e-18,3.1017711e-15,1.088391e-17
미가/Noun,6.033136e-17,2.2300282e-21,1.0781001e-20,5.770267e-18,1.9169348e-20
막히다/Verb,9.313622e-18,7.7669493e-22,1.9194019e-19,1.8022681e-16,3.113927e-20
돌리다/Verb,7.461472e-18,1.9273755e-21,3.0667073e-17,5.95507e-18,1.3711428e-20
토/Noun,2.5827035e-16,3.1660512e-22,1.3360277e-20,1.1397062e-17,1.0094499e-18
잡/Noun,3.004363e-18,8.4185336e-23,2.9861472e-20,1.2108709e-18,5.0751725e-20
불구/Noun,7.527368e-18,3.992737e-20,2.2361757e-16,6.5746386e-17,6.812793e-19
척/Noun,8.986201e-15,2.7151583e-18,2.39989e-16,7.4759525e-16,9.786206e-18
유기농/Noun,6.719114e-16,7.665525e-20,2.0024044e-20,2.8812236e-17,1.6772533e-17
울/Noun,5.6355696e-17,3.9981306e-21,1.0849328e-19,4.1757163e-17,1.3959167e-19
밀가루/Noun,1.2625901e-16,3.9454205e-21,2.3986496e-20,1.7457096e-19,1.1720984e-20
마지막/Noun,3.0821633e-18,4.754075e-22,1.3954109e-19,1.1182242e-19,1.5259198e-20
줍다/Verb,2.4822843e-16,1.6315553e-20,2.2425801e-18,2.3532733e-17,2.468428e-19
결제/Noun,4.5196053e-19,1.3594543e-22,2.0752734e-19,1.1000224e-20,4.1679256e-21
피다/Verb,6.30554e-19,2.8943031e-22,6.083899e-21,2.0857665e-18,1.9575424e-19
대로/Noun,9.412676e-16,3.0795042e-20,1.277423e-18,2.6218631e-17,1.0672944e-18
우/Adverb,1.4567512e-16,2.5585755e-20,6.2093445e-19,8.5292406e-17,9.595166e-18
탁/Noun,6.268896e-18,4.688e-22,5.444488e-21,5.046049e-17,7.8919397e-22
개념/Noun,2.7319788e-18,1.091116e-21,4.550557e-18,6.197232e-18,5.384739e-19
안경/Noun,2.6310767e-20,5.7640863e-25,3.1780266e-17,3.871222e-20,2.326108e-22
써주다/Verb,1.0568083e-20,3.6125177e-22,2.1597382e-19,3.977307e-20,1.749694e-22
복작/Adverb,1.6309285e-18,1.8709942e-20,1.5054413e-19,1.3973244e-17,9.260745e-22
위층/Noun,2.2371908e-16,7.417278e-20,3.2726458e-18,4.7271947e-14,3.9821546e-18
걷다/Verb,4.371992e-17,1.9147488e-21,5.5163835e-21,2.7865213e-18,9.087042e-20
마치/Noun,9.441265e-16,2.3903908e-21,5.964821e-19,4.9838945e-17,1.8264828e-19
소문/Noun,3.6828506e-17,4.982366e-20,1.1470639e-18,3.5678631e-19,1.9690826e-20
팡/Adverb,2.9934264e-18,2.456362e-23,3.7921055e-20,5.6306404e-20,3.2731417e-20
김/Noun,1.6860353e-17,7.943072e-22,2.2639917e-18,1.8429096e-18,1.2263267e-19
깎다/Verb,9.102837e-18,8.172432e-20,1.606593e-18,1.4682703e-18,3.0491017e-19
추출/Noun,9.88194e-18,1.3159756e-22,5.1301212e-20,1.32771075e-20,5.9622183e-22
아마/Noun,3.9660624e-14,4.691903e-21,2.8616277e-17,3.0932383e-16,1.2689818e-18
병/Noun,1.3876152e-16,1.8739862e-21,1.6737746e-19,2.0055101e-18,4.8541957e-19
그걸/Adverb,1.0320814e-16,2.3622277e-20,1.3476381e-18,3.2287118e-18,1.9759838e-19
어우러지다/Verb,4.2788356e-17,1.2955981e-22,7.860032e-22,3.7197985e-18,2.3153884e-21
투/Noun,4.727559e-16,4.5411343e-21,2.5520954e-18,3.8819512e-16,2.2602725e-18
치/Noun,1.0378699e-15,2.6564535e-18,2.0875882e-19,2.23074e-16,1.9637814e-18
하라/Noun,3.5059808e-16,1.724443e-20,9.752558e-17,2.4786684e-17,9.304917e-19
시기/Noun,1.0906848e-18,1.4035347e-21,2.166241e-18,1.8567606e-19,3.943423e-19
자극/Noun,5.4506087e-17,1.1313229e-20,1.1003167e-19,5.961483e-17,5.395619e-18
밸런스/Noun,7.258498e-17,2.0509157e-19,2.238023e-20,9.45409e-17,1.4660197e-19
씨/Noun,6.1600425e-17,4.2248658e-21,1.7102996e-19,6.4605466e-17,8.832062e-19
막다/Verb,5.0890385e-18,3.5186486e-20,6.784269e-18,8.109213e-18,9.324745e-19
은근/Noun,9.320705e-16,2.9996273e-22,1.2649765e-16,3.376869e-16,9.60505e-19
소시지/Noun,3.8746646e-20,8.2997223e-23,3.29974e-23,5.7751883e-22,9.099376e-23
뭔/Modifier,5.0524796e-18,6.925376e-22,1.8617619e-18,1.0898815e-19,1.2198036e-20
여행/Noun,2.4846608e-17,3.8337146e-22,9.734373e-19,2.827771e-17,3.6668497e-20
단연/Noun,2.1967325e-17,2.5446911e-23,1.9771127e-21,2.2935206e-18,1.4108735e-20
런가/Noun,8.81308e-19,5.5193273e-22,3.020795e-19,3.251031e-19,4.07932e-21
유일하다/Adjective,1.1668494e-17,7.1194765e-21,2.324966e-20,2.451718e-16,3.9042516e-19
여기저기/Noun,3.083623e-17,5.0438807e-22,5.3034406e-19,4.0294347e-17,4.40517e-18
밀푀유/Noun,1.1034968e-15,3.3247228e-21,9.263016e-20,1.9464728e-16,4.1021895e-17
타임/Noun,2.6003896e-16,1.2529764e-21,6.0762136e-16,8.715631e-17,1.1464777e-18
하얗다/Adjective,2.643526e-17,1.2609978e-22,8.100609e-20,1.3878906e-16,1.7029358e-20
파/Noun,1.7953298e-17,4.926499e-20,3.7286192e-19,1.3744075e-17,9.413739e-19
차분하다/Adjective,4.2927037e-15,2.90905e-20,2.2390853e-17,2.6886264e-12,1.2518426e-16
요기/Noun,4.231362e-15,2.856857e-20,1.5444973e-18,4.907492e-15,2.6756664e-17
어수선하다/Adjective,6.472314e-17,1.07602594e-19,1.4494824e-18,5.0351514e-15,1.959187e-18
감각/Noun,3.3581264e-16,1.3780375e-21,1.862373e-18,3.542194e-14,7.7887715e-18
안타깝다/Adjective,4.5974026e-19,5.250894e-21,2.1224863e-19,1.7179773e-18,4.0359474e-22
국내/Noun,5.652129e-16,4.2201777e-21,5.894988e-20,1.4065123e-17,5.73393e-18
후르/Noun,6.705124e-19,4.543973e-22,1.3370169e-20,1.3765154e-19,1.8325336e-19
츠/Noun,7.28412e-19,2.6233172e-22,1.0110708e-21,5.715101e-20,2.5687362e-20
베스트/Noun,3.8522963e-18,8.929683e-22,2.1625555e-21,1.8532216e-20,4.682574e-19
촌/Noun,4.5828544e-18,6.3485613e-23,8.699698e-22,9.252466e-18,1.610371e-20
아직도/Adverb,3.4899814e-16,9.917992e-21,1.424754e-17,3.561489e-17,1.9479629e-19
갓/Noun,9.3766845e-18,1.410437e-21,1.4881351e-19,3.8857975e-19,1.04221154e-20
냄비/Noun,4.065954e-16,1.4329065e-19,1.7847372e-19,2.3557087e-16,8.049111e-19
너/Modifier,1.1800951e-17,6.910996e-21,8.40501e-19,7.390454e-18,1.6589001e-19
점원/Noun,6.412692e-17,3.0667479e-21,4.8487165e-12,1.4212207e-16,2.7059144e-18
자연/Noun,2.674627e-16,8.421915e-21,8.116849e-20,2.1895806e-16,1.7942815e-18
아포/Noun,1.6171328e-17,2.3982914e-21,2.0165761e-22,9.8251066e-18,5.6919104e-19
물이/Noun,7.268452e-15,6.6293827e-19,5.850751e-17,2.0141999e-15,1.3252326e-18
오레오/Noun,1.5740956e-17,1.9596775e-21,1.1620286e-19,5.400764e-19,2.2942295e-18
틀어주다/Verb,4.2598763e-18,2.2887877e-22,1.9573055e-17,4.6601258e-17,1.2890876e-19
저격/Noun,5.1346294e-18,9.628136e-24,4.351883e-21,2.1962452e-18,1.28834956e-20
골/Noun,6.9488164e-16,2.7006098e-21,1.5175677e-18,4.6627906e-18,3.2457763e-19
사르다/Verb,3.024521e-18,2.6150545e-22,4.766885e-19,7.0763744e-20,1.5386505e-20
콩/Noun,1.3876795e-15,4.338719e-22,5.8909158e-21,1.2097398e-18,3.369184e-18
꿀맛/Noun,5.200573e-16,2.6727346e-20,2.4404423e-19,8.257273e-17,2.0726486e-17
