,커피/Noun,가격/Noun,직원/Noun,분위기/Noun
멀다/Adjective,4.5224706e-18,2.2449393e-21,7.3351165e-20,1.9487305e-17
재미있다/Adjective,4.9715328e-17,6.217963e-22,5.2973753e-19,5.808191e-16
얼굴/Noun,2.5449256e-22,9.976625e-27,1.14560826e-17,4.6808674e-23
불쾌하다/Adjective,2.2711428e-20,3.1107048e-23,9.9122194e-18,3.2919998e-20
수/Modifier,3.7232446e-20,9.891074e-24,1.4852461e-22,2.9523612e-19
춥다/Adjective,2.4940307e-19,1.0818274e-22,1.1334148e-18,3.506046e-17
실망하다/Adjective,4.1251947e-17,1.9183907e-20,4.1440046e-20,1.0878597e-17
엄마/Noun,1.5091442e-19,1.22333386e-23,2.2085764e-20,2.8018995e-20
걸다/Verb,1.6424781e-19,1.3664539e-20,1.5947394e-20,1.1653181e-19
거나/Noun,2.7774053e-18,8.103595e-23,9.1895637e-20,2.4364077e-17
종로/Noun,8.750998e-20,7.585143e-23,2.2493892e-20,1.2653618e-17
가져가다/Verb,1.4305572e-20,5.0208797e-23,1.039298e-19,1.8112442e-21
정리/Noun,5.1601257e-22,2.8560216e-25,4.775268e-22,1.567484e-20
메뉴판/Noun,2.272781e-20,6.4944816e-22,3.9003492e-20,2.223693e-19
크루아상/Noun,2.5092067e-17,2.581504e-22,2.532598e-21,6.797295e-19
히/Adverb,4.6859534e-18,7.170242e-24,2.9567568e-19,1.1169032e-18
간다/Noun,1.1880985e-18,4.490709e-22,1.0768261e-20,3.993605e-20
시작/Noun,1.8975912e-18,2.1534566e-23,1.1009706e-21,2.1524828e-20
소금/Noun,7.502085e-18,9.282568e-22,8.156138e-21,2.9049482e-19
변하다/Adjective,1.3628736e-18,9.863085e-23,1.8018314e-20,6.5995272e-21
전시/Noun,2.2002454e-18,3.1289712e-24,3.7345048e-23,1.1060447e-18
로스팅/Noun,8.842988e-18,1.494401e-23,2.36717e-21,1.2452579e-20
켜다/Verb,6.482932e-19,2.1824201e-21,2.2223681e-21,3.6885405e-19
작/Noun,1.9880746e-18,4.624327e-21,5.4009703e-19,5.1531976e-16
대부분/Noun,6.883857e-17,2.5181972e-20,1.4215169e-19,9.144358e-18
반/Noun,1.9983468e-18,3.0776958e-20,2.2643078e-21,3.8933055e-19
브루/Noun,1.5680067e-17,2.0384727e-21,2.4010284e-21,2.633537e-20
부담/Noun,5.530545e-20,3.0334812e-22,2.9104123e-22,2.6235214e-19
빵집/Noun,3.605411e-16,5.66276e-19,2.0007082e-21,2.7610842e-18
매번/Noun,6.1996207e-18,9.486363e-22,6.7418766e-19,8.764299e-19
듣다/Verb,5.0392702e-20,5.207401e-24,4.9552776e-21,3.6592486e-20
영/Noun,2.578253e-17,5.7456797e-21,9.484609e-18,2.240153e-17
카드/Noun,2.1458256e-20,5.7597373e-24,1.3193554e-19,1.0833721e-22
통/Noun,1.2201757e-20,2.3606824e-24,2.4935335e-21,2.2184885e-21
타/Noun,5.931582e-18,5.5591454e-19,1.9425904e-19,5.1589158e-18
구매/Noun,4.009806e-18,2.5599017e-21,2.3260495e-19,3.2521578e-20
치우다/Verb,8.0849445e-23,7.45339e-26,1.5189092e-21,7.759689e-23
모기/Noun,3.3570695e-20,1.7499208e-22,1.6456193e-20,1.3684636e-18
양은/Noun,3.8118026e-19,5.1589326e-19,6.579665e-22,3.888272e-20
그거/Noun,5.0643856e-18,6.1512388e-24,4.0251247e-21,1.379132e-20
외부/Noun,6.9821495e-20,1.2073631e-22,9.927076e-21,6.4703384e-17
집중/Noun,2.438201e-18,1.1590834e-21,4.6295716e-20,7.883952e-18
가루/Noun,9.381545e-19,5.27313e-23,1.7595666e-22,5.181429e-22
이번/Noun,1.1537656e-17,7.275219e-23,8.372976e-19,7.063567e-19
지키다/Verb,7.15744e-20,2.5844192e-23,1.8231552e-19,3.9954032e-20
주/Modifier,9.570126e-18,7.475481e-20,1.0865979e-19,1.1249592e-18
아몬드/Noun,2.78953e-19,1.7073825e-23,1.9137631e-21,3.813413e-21
당연하다/Adjective,4.439551e-18,1.13283435e-20,7.53084e-19,1.2504237e-18
습/Noun,4.4361965e-19,6.3431876e-23,1.5726655e-19,4.9225965e-18
싹수없다/Adjective,2.8050328e-20,9.327994e-24,6.7191875e-17,7.368261e-21
카푸치노/Noun,1.382164e-15,8.871252e-22,2.0052785e-20,1.5004427e-18
굽다/Verb,2.6218393e-20,1.2189352e-25,5.2190378e-23,3.3337762e-22
스터디/Noun,1.3805757e-18,3.7699756e-22,1.5535194e-19,2.7463162e-17
그렇지만/Conjunction,1.5224689e-16,2.6996432e-20,4.4325264e-19,8.858596e-16
터/Noun,3.1746927e-18,1.1423031e-20,3.4380457e-19,1.7274544e-17
평균/Noun,7.7601194e-19,2.2730067e-20,8.879885e-22,2.1855965e-19
골목/Noun,1.2744868e-20,1.7677871e-23,1.7812386e-22,9.812668e-19
플레이/Noun,1.0800343e-21,3.4107226e-24,3.1026446e-24,1.4995878e-21
플레인/Noun,4.0301992e-19,1.4182006e-21,4.9512665e-23,1.7075015e-21
찾아오다/Verb,9.164183e-20,9.106217e-23,8.456942e-21,4.3674674e-20
지나다/Verb,1.123762e-19,2.3435284e-23,1.2066506e-20,7.6239064e-21
찻집/Noun,3.4463312e-19,1.7701702e-22,1.5962594e-22,2.6826265e-17
펄/Noun,1.387682e-19,4.09163e-22,2.937644e-19,4.6196195e-21
파리/Noun,2.9284597e-18,4.130367e-21,2.5672164e-21,7.8040814e-20
담기다/Verb,3.0367842e-20,6.2599426e-23,8.5443235e-23,2.9362534e-20
주방/Noun,4.870975e-22,2.5934332e-25,1.0958681e-19,5.102346e-21
성수/Noun,1.8475713e-16,1.1444147e-19,3.5113274e-20,9.580103e-17
팀/Noun,4.0917705e-22,1.106197e-25,2.0724786e-21,5.993116e-22
플/Noun,1.0863362e-20,6.8630465e-22,1.8427363e-23,3.7489247e-21
없어지다/Verb,2.2260197e-18,1.6361728e-21,5.027404e-20,1.5283737e-18
달콤하다/Adjective,1.8748255e-18,1.1766392e-23,5.219018e-23,5.164168e-20
맨날/Adverb,1.7466032e-18,3.133548e-23,5.9151233e-21,2.066946e-19
계단/Noun,1.422705e-19,2.8444358e-22,5.7889763e-21,8.802026e-19
언제/Noun,4.520364e-19,4.511554e-22,1.9912688e-19,1.5179144e-19
다닥다닥/Adverb,8.316972e-21,1.4183994e-23,3.4572175e-21,2.783917e-19
동안/Noun,9.588271e-21,3.7799225e-24,8.808941e-20,5.547761e-22
양갱/Noun,2.5785465e-18,2.6090945e-23,2.6669878e-22,2.6971213e-20
벨벳/Noun,1.6923622e-18,1.2500349e-22,2.9158227e-23,9.515725e-21
블루/Noun,3.124389e-18,1.4985642e-21,1.0387262e-21,1.2723306e-19
유자/Noun,7.413099e-18,1.4324662e-23,2.483707e-22,1.7861675e-19
프로/Noun,1.11626915e-17,4.549561e-21,6.638975e-19,3.7017343e-19
모양/Noun,7.252156e-18,2.4625472e-21,1.5586653e-20,1.4195071e-18
뜨겁다/Adjective,1.0963161e-18,2.538002e-23,6.8088144e-20,6.6365375e-21
아메/Noun,1.63319e-16,8.9825307e-23,1.4501267e-22,1.346317e-19
번창/Noun,4.3094843e-17,4.647509e-22,7.478309e-19,7.606812e-17
외/Noun,3.6892584e-19,2.2852891e-22,4.397692e-21,9.230001e-20
예/Noun,9.566293e-18,2.8501147e-23,1.35440364e-20,2.8906773e-19
빈티/Noun,2.1601727e-21,2.0330483e-25,4.7502657e-23,8.537467e-19
잠깐/Noun,1.4548719e-19,8.0273455e-25,2.757871e-20,8.678366e-19
외국인/Noun,1.5470809e-17,1.1528789e-21,6.318205e-19,2.032118e-17
블랙/Noun,1.7167473e-16,3.1340054e-21,2.0830689e-20,4.8138326e-18
제공/Noun,1.9212939e-17,1.0321969e-21,9.338833e-21,2.1378116e-19
및/Noun,2.3366696e-18,2.2816394e-22,1.3493395e-20,7.350025e-18
강남/Noun,1.1587808e-17,2.3529285e-20,4.1641936e-20,1.3551874e-15
구조/Noun,1.2988368e-18,3.8572587e-22,1.5258208e-20,4.665197e-16
시트/Noun,2.9244935e-20,7.159119e-24,3.4670942e-22,1.4636044e-21
비교/Noun,1.0833861e-19,1.202034e-19,6.0614515e-21,2.4067347e-19
망하다/Adjective,6.068809e-21,4.5310388e-24,1.14557156e-20,2.2620212e-20
레/Noun,4.2224368e-19,2.5395791e-24,5.390136e-22,4.5900233e-20
갤러리/Noun,2.1955511e-17,1.6023123e-21,2.4553352e-20,3.9272908e-16
떨다/Verb,6.430957e-20,2.2994543e-23,4.688523e-20,2.1649595e-19
코/Noun,2.7164105e-19,6.4839017e-25,2.1092379e-22,1.337736e-20
선곡/Noun,5.574393e-19,1.3722874e-22,7.65594e-20,6.57106e-15
널/Noun,2.3851023e-18,1.0332133e-21,2.1170743e-21,5.052516e-19
들이다/Verb,6.5887202e-18,1.5829425e-23,4.5718867e-19,5.209123e-19
실수/Noun,3.1016344e-19,3.0404192e-23,1.0551784e-17,1.3212126e-21
많아지다/Verb,1.7382797e-20,1.9648648e-21,1.844236e-21,1.2415825e-19
뭐라다/Verb,2.2310184e-18,5.5799795e-22,1.0851579e-16,6.2911454e-20
워낙/Noun,4.7355867e-18,5.608303e-20,6.003599e-21,8.525523e-19
옮기다/Verb,1.0282512e-21,2.1269074e-23,1.377517e-21,7.758247e-21
오지/Noun,4.3604093e-20,6.910616e-24,1.530601e-20,1.8805097e-21
커서/Noun,9.273062e-19,9.4285974e-23,1.1828379e-20,1.8134731e-18
레드/Noun,3.5061495e-19,2.770997e-22,1.471784e-21,1.3196467e-20
발견/Noun,1.4061674e-19,1.0142921e-22,1.0102231e-20,6.1114023e-18
파다/Verb,4.6357314e-16,1.319436e-19,2.079275e-19,6.887584e-18
피/Noun,3.5611085e-17,3.4526838e-21,3.961378e-20,2.3250382e-19
애매하다/Adjective,2.292342e-16,4.582977e-18,4.4364653e-20,3.9494663e-16
간판/Noun,8.781563e-20,2.3680512e-24,1.2096595e-21,4.4388525e-20
룸/Noun,1.0172517e-16,7.071841e-20,2.4418674e-19,8.226466e-16
펴다/Verb,1.8542012e-16,4.7763162e-18,4.605126e-19,6.7270123e-16
들어서다/Verb,1.7124403e-20,9.012692e-25,6.675993e-22,1.16217874e-20
스페셜/Noun,1.0330854e-17,7.265908e-21,3.9664244e-22,1.5892443e-19
건대/Noun,8.903817e-18,8.64205e-21,2.9604698e-19,6.867936e-17
예정/Noun,2.1899269e-20,1.7000513e-23,3.6368017e-20,1.528099e-19
진열/Noun,1.2903894e-22,6.022028e-25,3.6158386e-23,1.7139808e-22
고민/Noun,1.9767226e-19,8.54067e-24,1.8157375e-17,1.0319493e-20
어둡다/Adjective,2.3006424e-20,4.6295646e-23,1.7583749e-19,1.997739e-16
커피숍/Noun,4.1084913e-14,1.3709246e-18,7.357266e-17,3.581561e-15
요리/Noun,2.1311523e-18,4.8135494e-21,6.119097e-19,1.832087e-18
집다/Verb,1.130444e-18,2.1128317e-20,2.3063441e-21,2.0953511e-19
선/Noun,1.1244357e-18,1.3111815e-20,6.023879e-21,6.2282965e-20
나머지/Noun,1.1739846e-16,1.0716468e-19,9.346006e-19,3.9108849e-19
거지/Noun,3.1790695e-17,2.3413147e-21,4.0633312e-17,7.1822035e-17
일품/Noun,7.024635e-18,2.940678e-22,5.2833984e-23,7.22669e-19
소스/Noun,2.6763478e-19,2.7050615e-23,5.994008e-22,1.030344e-21
중간/Noun,6.8865586e-18,3.3634628e-22,6.695845e-19,7.8291027e-19
한참/Noun,7.903301e-21,1.1634318e-24,5.470496e-19,1.3826713e-21
건가/Noun,2.7866065e-18,1.0746751e-21,6.3607434e-19,1.7604547e-20
이면/Noun,2.4757497e-16,6.2766455e-19,4.3552394e-20,5.0517277e-18
부르다/Verb,8.470829e-20,2.3917111e-23,8.1050826e-22,1.57826e-20
떼다/Verb,3.1987868e-18,3.6222858e-23,2.2109863e-21,8.7943355e-20
풀/Noun,2.2438296e-18,2.2748182e-21,2.3308895e-20,2.875359e-18
매니저/Noun,4.996045e-22,6.5025995e-26,1.8016643e-15,2.248898e-22
쇼콜라/Noun,2.3529604e-16,1.488923e-21,1.998323e-19,2.595194e-18
가지다/Verb,1.4359379e-19,8.9926404e-24,2.1159914e-22,6.108246e-21
포크/Noun,8.2644856e-18,1.4358433e-21,2.145966e-19,2.4650308e-19
답/Noun,2.5869819e-17,7.0723807e-20,2.287169e-18,1.6693056e-18
대답/Noun,4.0781846e-21,1.9046191e-25,3.5902265e-19,2.1986215e-22
가볍다/Adjective,5.713537e-18,4.1566664e-22,3.1110604e-23,4.6775745e-19
최/Noun,9.3910655e-20,1.9136442e-23,2.304717e-21,3.704673e-19
진리/Noun,1.196413e-17,2.376988e-21,1.6834676e-21,2.5397407e-19
크레이프/Noun,1.989479e-17,1.0470088e-21,4.9503646e-21,5.9843726e-20
맞추다/Verb,1.6144139e-18,3.5873033e-23,3.2530778e-19,6.1515354e-19
성수동/Noun,1.2786975e-15,7.229141e-20,2.39324e-19,1.6645517e-15
개선/Noun,8.159188e-21,4.7875298e-20,8.9632015e-21,8.581146e-21
니/Noun,4.2011668e-18,2.3609124e-20,1.8575682e-19,4.9003764e-18
또한/Noun,1.68926e-14,4.545781e-20,4.5920067e-18,6.026009e-16
퍽퍽/Noun,1.2396283e-18,2.7442777e-22,5.2603318e-23,1.3237053e-20
잇다/Verb,3.209387e-16,1.4160991e-19,3.971427e-19,8.4032226e-17
남아/Noun,2.4576613e-18,4.0439302e-22,1.3630024e-20,2.844863e-19
지도/Noun,1.8766869e-17,7.119287e-21,5.368395e-18,2.1645795e-19
합리/Noun,1.0832697e-20,7.680821e-23,2.266061e-22,1.8989877e-19
필수/Noun,1.2977524e-18,9.5947846e-21,1.9065658e-19,7.2334166e-20
그나마/Adverb,1.3443496e-14,5.155119e-18,1.3235553e-18,3.9581817e-17
닦다/Verb,1.2914045e-21,3.7885408e-24,1.9711643e-20,1.5972713e-21
뿌리다/Verb,1.1311638e-19,5.794228e-23,3.530987e-23,4.108112e-23
마시기/Noun,1.9658723e-18,5.4675224e-23,4.9022007e-21,2.5663014e-17
점점/Noun,3.256829e-18,7.512698e-21,3.5416494e-20,4.430022e-20
입장/Noun,1.17407816e-17,3.3991433e-20,9.442021e-16,3.9800413e-19
인지/Noun,1.6025408e-18,5.889363e-22,5.535276e-19,1.4249427e-19
전문/Noun,9.179518e-18,1.3651604e-22,1.2931806e-19,3.4376805e-18
운치/Noun,1.2479167e-19,4.982375e-24,2.657013e-24,2.1571467e-17
바람/Noun,5.3155526e-19,2.2075444e-24,5.623296e-21,1.811004e-19
기/Modifier,5.961366e-18,9.9614065e-21,2.604277e-19,2.6505509e-19
상/Noun,9.994455e-19,2.4785782e-21,6.6575934e-18,4.0776905e-19
그림/Noun,4.5429643e-16,5.271745e-22,7.131304e-20,7.982098e-16
완벽하다/Adjective,6.4095396e-16,1.9345666e-19,1.4716403e-18,3.6416005e-15
뿐/Noun,4.817325e-17,3.1171833e-20,4.5301043e-17,1.334848e-17
개조/Noun,9.832966e-21,2.689246e-24,4.2748885e-24,3.7801914e-19
색다르다/Adjective,2.0960808e-17,1.9789236e-21,9.296175e-22,4.469324e-17
쉬/Noun,1.5296621e-19,1.307443e-24,5.9870186e-21,4.3979506e-18
일요일/Noun,1.8700256e-18,7.3617636e-23,1.204862e-19,3.006771e-18
대충/Noun,4.2516106e-19,7.81077e-23,4.2933502e-19,6.27863e-20
평이/Noun,1.5450571e-18,3.4643596e-21,1.1536499e-19,3.9041047e-18
디/Noun,5.233667e-17,7.536551e-21,6.1519316e-20,3.9170403e-17
회사/Noun,1.7178962e-21,2.0555797e-23,8.157632e-21,7.4634774e-22
사/Modifier,5.5042816e-19,1.9527151e-21,1.0520419e-20,3.2971436e-18
그렇다고/Conjunction,1.2039455e-15,9.4630695e-18,1.2603614e-17,1.3584203e-18
쓴맛/Noun,1.0112156e-17,6.947209e-21,7.9144903e-22,9.29189e-21
금방/Noun,3.3131287e-19,9.295006e-22,1.7881514e-19,2.879758e-20
카/Noun,2.0934107e-18,1.2203841e-22,1.6417015e-19,6.519335e-20
역/Noun,5.8394596e-20,4.5374408e-23,1.9320286e-20,1.6974239e-19
괜춘/Noun,2.7564912e-14,2.6691218e-17,1.170308e-18,2.0203955e-14
고/Modifier,3.3056966e-17,1.25775155e-20,1.8372232e-19,6.5746606e-18
부암동/Noun,6.0295696e-17,1.2991973e-20,1.9926582e-20,1.620363e-16
드/Noun,1.4574016e-16,1.6117e-18,5.6368053e-21,7.9390867e-19
시장/Noun,2.0521042e-20,4.1201067e-21,7.7700056e-21,5.9313693e-21
이하/Noun,1.6735902e-18,9.0434e-20,2.8523472e-21,3.8896682e-19
인정/Noun,2.0987772e-17,1.8438502e-20,3.59653e-20,1.3621155e-17
보틀/Noun,4.853214e-19,6.5520105e-23,2.0501615e-22,1.0481283e-20
천장/Noun,1.1287322e-20,1.5198183e-22,8.205259e-21,1.3827842e-18
답답하다/Adjective,7.011944e-18,2.7684101e-21,2.1681107e-17,1.6383139e-15
보시/Noun,7.785471e-19,1.639345e-23,4.2331296e-19,7.8442287e-19
위해/Noun,3.0807058e-18,2.6410181e-23,6.1233176e-21,7.7276247e-19
고급/Noun,1.5882035e-17,1.8304913e-21,6.777045e-20,1.129423e-17
호불호/Noun,1.7064947e-18,3.1788065e-22,1.1222743e-21,8.991459e-20
한마디/Noun,7.978059e-21,4.8138862e-26,5.957632e-20,4.3262904e-22
다섯/Noun,1.321466e-19,8.024625e-24,2.0789397e-21,1.2974639e-20
우선/Noun,2.9351285e-16,7.8106674e-19,2.5553531e-15,4.4480993e-16
오믈렛/Noun,4.2931232e-18,1.021839e-20,5.1474666e-21,7.154386e-19
여직원/Noun,2.9609556e-19,2.7091197e-23,1.2181918e-13,3.885101e-19
모임/Noun,5.9384847e-19,2.0226845e-23,5.009982e-20,4.3642583e-18
충전/Noun,1.4051273e-19,4.0291304e-23,2.1690254e-20,1.6745018e-20
연유/Noun,1.6605734e-17,2.2543865e-22,1.3545483e-20,1.18758975e-20
뻔하다/Adjective,3.1947243e-19,2.3447893e-23,4.9419735e-19,4.8710518e-21
얼마나/Noun,9.5431536e-17,7.6894445e-22,7.63532e-20,8.6674476e-19
합/Noun,2.836109e-18,8.881506e-23,2.5507412e-19,1.6248614e-18
안쪽/Noun,3.1279527e-19,4.513465e-22,7.247554e-21,3.4735353e-18
테마/Noun,5.2113313e-18,2.008355e-21,3.564804e-18,9.15218e-17
은은하다/Adjective,3.5591666e-17,2.4378229e-23,3.327804e-22,1.4132681e-16
바깥/Noun,4.6864874e-19,1.1497063e-24,2.7731876e-21,4.499307e-19
쓰레기/Noun,2.1193735e-17,2.8524994e-21,1.6611048e-18,6.3248393e-18
콘/Noun,2.0464923e-19,1.1253807e-24,1.2525223e-21,9.148527e-22
오히려/Noun,8.119657e-15,2.1191609e-19,2.8643565e-18,2.7251435e-16
쿠폰/Noun,8.4170735e-19,5.1653788e-24,3.976898e-20,3.1422701e-18
절/Noun,1.2053814e-19,4.8045558e-23,2.1082666e-20,6.984441e-20
월/Noun,1.386254e-18,7.545264e-22,1.0253268e-18,1.4846027e-19
끝나다/Verb,3.3168593e-19,2.2813956e-22,2.7253575e-19,8.424361e-20
콜드/Noun,1.4682487e-17,8.552444e-23,1.4434651e-22,2.453143e-21
평타/Noun,1.9900634e-17,2.9979274e-19,1.6522673e-21,2.5946508e-17
내내/Noun,1.5277043e-17,3.011768e-23,1.2553076e-19,4.8805057e-19
언제나/Adverb,1.143475e-14,2.901558e-20,9.298003e-18,1.9549196e-15
이미/Adverb,6.4487005e-18,6.906219e-23,1.2423363e-18,1.2934581e-17
질/Noun,1.065437e-15,1.0138807e-17,4.1076052e-18,1.6919638e-16
깊다/Adjective,1.4707054e-15,1.3726389e-21,1.3927572e-19,1.9745916e-17
갖다/Verb,9.436092e-21,1.1704519e-24,7.5135295e-21,1.4920109e-20
식당/Noun,1.0120988e-18,1.196762e-21,2.352085e-20,3.808184e-19
장/Noun,2.1686212e-19,7.480001e-24,1.7349616e-19,8.0508875e-20
소파/Noun,9.10627e-19,1.2538555e-22,7.3141244e-22,2.826207e-17
초/Noun,1.3136153e-19,1.6451445e-25,1.0629169e-21,1.6776402e-21
깜짝/Noun,2.9061026e-18,2.0563337e-22,1.776375e-20,1.2859155e-18
비건/Noun,1.7427173e-17,8.049198e-20,9.266444e-20,3.5853288e-18
리지/Noun,5.8904503e-19,6.3420317e-21,7.5761823e-22,8.0003106e-20
시국/Noun,2.0136492e-20,5.5554064e-22,1.1014159e-21,8.902173e-21
멋있다/Adjective,4.1109484e-16,1.100204e-18,7.0862645e-19,8.011204e-15
끼다/Verb,1.2112392e-20,7.2513283e-25,3.714336e-20,3.1836153e-20
챙기다/Verb,4.6578633e-19,1.6169798e-23,5.421758e-19,2.3037688e-20
야경/Noun,6.677993e-18,5.0586603e-22,2.8790972e-21,1.0462855e-15
연어/Noun,8.11837e-19,2.4146961e-21,1.4819199e-20,1.6951526e-19
떼/Noun,8.310516e-18,1.5220513e-23,1.9424096e-22,6.611301e-19
삼청동/Noun,3.8504745e-18,7.150419e-22,1.2728584e-21,2.865504e-18
함박/Noun,5.9912998e-18,9.947882e-22,2.3644445e-21,1.2988016e-19
이전/Noun,2.12628e-18,6.1976447e-22,1.3214464e-18,6.7331644e-19
종업원/Noun,1.6357644e-17,5.836387e-20,2.65642e-13,6.3084545e-18
멀리/Noun,4.0588654e-19,8.130759e-21,2.990399e-20,3.9091674e-20
푸딩/Noun,4.9238012e-17,2.5000484e-21,3.0760624e-21,4.530152e-19
왕/Noun,4.0222934e-17,2.2305895e-21,3.9449315e-17,2.8296055e-17
지나치다/Verb,2.3583957e-17,8.483991e-20,1.2932158e-18,1.6572946e-18
아끼다/Verb,3.300829e-19,1.0701955e-21,4.9745937e-22,1.6660658e-20
편의점/Noun,7.222478e-18,3.132595e-21,1.2428511e-21,4.9527257e-21
푸다/Verb,3.2057496e-18,9.60324e-22,1.0460552e-20,6.836897e-20
쓰이다/Verb,9.103284e-19,1.8129862e-21,9.041576e-19,8.005532e-20
떡/Noun,1.392722e-16,2.9730515e-21,7.0873694e-20,1.8767216e-18
소/Noun,1.37199245e-17,2.3306013e-23,3.4741133e-21,5.8575565e-19
투썸/Noun,1.2995173e-16,1.307685e-20,7.203684e-18,2.4343734e-17
전화/Noun,2.2574783e-20,8.7904317e-23,1.8088933e-17,1.3602953e-21
요청/Noun,6.7121393e-18,1.029955e-21,1.3215063e-19,5.81625e-20
채/Noun,1.0305382e-18,8.2820115e-23,1.7762403e-19,2.4505536e-20
점심시간/Noun,2.9165626e-19,5.767721e-23,3.7225632e-20,3.4366707e-18
무시/Noun,2.3867852e-19,5.958259e-23,3.511949e-17,5.557507e-21
유/Noun,1.513321e-15,2.8770566e-20,9.135328e-18,6.881809e-17
혹시/Noun,1.6624313e-16,1.335273e-21,3.2798225e-16,3.0784149e-18
댓글/Noun,7.2526503e-19,3.781255e-21,9.417515e-18,4.840214e-20
채우다/Verb,5.2896613e-19,5.465985e-21,5.444737e-21,9.262199e-21
포함/Noun,2.13321e-18,4.1451948e-18,4.7776414e-20,8.236529e-20
휘/Noun,1.5992423e-19,1.0094825e-22,2.2960023e-22,1.8883526e-21
스테이크/Noun,7.3522646e-19,1.1895478e-21,7.953143e-21,2.0174793e-19
모차렐라/Noun,5.889757e-18,1.0907408e-22,1.359658e-20,3.2807188e-19
웬만하다/Adjective,6.5906374e-16,1.331059e-18,5.3193457e-19,5.415889e-18
테라/Noun,6.369265e-19,5.397272e-23,3.909042e-23,1.6777627e-20
의외로/Adverb,1.3771069e-14,1.2225439e-18,2.0370012e-16,2.6442848e-15
숨다/Verb,1.9868926e-17,1.2833072e-20,8.558397e-20,1.116462e-15
평소/Noun,1.2907928e-15,2.6275077e-19,1.6893233e-19,3.9082342e-17
시나몬/Noun,5.159883e-17,9.2348115e-23,9.70596e-21,1.8591837e-20
추/Noun,1.0907556e-18,2.1727924e-21,6.552617e-21,3.8048876e-19
뽑다/Verb,1.0013388e-17,1.6536726e-22,1.17750315e-20,3.487777e-21
연남동/Noun,4.751259e-17,1.4768176e-21,1.3426403e-18,1.0401642e-16
연하다/Adjective,1.339889e-16,1.6139688e-20,7.471917e-20,1.03917905e-19
장맛/Noun,6.8119945e-17,6.3860217e-21,3.313974e-20,1.3833336e-17
남자친구/Noun,3.6424598e-16,1.1403992e-22,1.778093e-17,3.8560917e-17
비리다/Adjective,5.9531594e-19,6.633468e-23,7.813899e-23,5.217249e-22
듯이/Noun,1.6352072e-19,4.9935277e-23,8.3589026e-19,6.58572e-21
쯤/Noun,1.1622447e-21,6.137406e-25,4.485827e-23,8.035201e-22
허니/Noun,2.2515035e-18,6.2019023e-22,2.1508235e-21,5.255787e-20
첨/Adverb,2.937915e-18,4.740764e-22,6.569364e-20,4.9689877e-19
아예/Noun,7.237371e-18,3.6972414e-22,2.285371e-19,3.4246552e-19
일회용/Noun,7.5193287e-19,4.4292214e-23,1.8225693e-21,2.254835e-21
담백하다/Adjective,1.8213715e-16,2.0627781e-20,7.321773e-22,5.016399e-16
공/Modifier,6.397606e-20,5.695831e-23,5.882044e-22,4.788331e-21
방식/Noun,5.660563e-17,6.42786e-22,2.0061977e-19,5.440837e-20
서울숲/Noun,2.5427777e-17,2.3252487e-21,5.2899208e-20,9.040413e-17
나누다/Verb,1.2887293e-18,1.439736e-23,3.458563e-21,1.2833618e-19
빨대/Noun,4.139346e-19,9.89686e-22,1.5463711e-19,3.3200855e-20
어/Noun,1.601146e-20,1.92288e-22,7.9528615e-23,1.0443702e-17
올라오다/Verb,9.309533e-19,5.4764116e-24,1.6780125e-20,2.020113e-19
평/Noun,4.7728816e-15,4.9413495e-20,6.20947e-17,2.047737e-16
술/Noun,8.004749e-17,2.774169e-23,1.4107867e-21,4.51797e-18
식다/Verb,5.374434e-20,4.6370784e-22,8.715443e-22,6.812396e-21
베이컨/Noun,3.7580476e-20,1.212454e-22,5.0274754e-22,1.2425619e-21
먼지/Noun,1.3098531e-18,1.2053107e-22,1.9964866e-19,5.4458048e-18
만나다/Verb,2.2775928e-17,2.1268656e-24,1.3927983e-21,4.673687e-19
벽/Noun,6.1166904e-20,2.0338967e-22,1.1768751e-19,2.942558e-18
어쩔/Adverb,1.8291512e-21,4.1415308e-24,4.1974074e-23,3.3913173e-22
멜론/Noun,1.290397e-18,4.3499837e-24,3.30231e-22,8.7340896e-20
익다/Verb,1.4909008e-21,2.3859426e-23,7.946338e-24,1.8177565e-22
요새/Noun,1.5272504e-16,2.7896973e-21,9.647462e-19,1.2036373e-16
꾸덕꾸덕/Adverb,6.957101e-21,1.8089066e-25,6.4215794e-24,2.2422507e-22
실/Noun,6.739663e-20,1.2906652e-22,5.6953395e-20,1.0560799e-18
딸/Noun,9.784335e-19,2.6531254e-23,2.8959725e-21,1.2310558e-19
등등/Noun,9.604463e-19,2.3586956e-22,2.2096732e-19,9.746374e-19
근/Modifier,1.9787531e-18,7.8110164e-21,2.499859e-20,1.7919755e-19
발레/Noun,3.18022e-18,2.560666e-19,3.13161e-17,2.840875e-17
황당하다/Adjective,8.345807e-19,5.339307e-20,1.0418236e-17,1.0341375e-18
새/Noun,3.4992015e-19,6.975247e-22,1.072269e-18,1.802851e-18
고급스럽다/Adjective,4.4115482e-16,3.489081e-21,4.1435936e-20,8.3830605e-15
틀다/Verb,3.3790015e-20,1.5413452e-22,6.4195322e-21,5.0081505e-19
어리다/Verb,3.734696e-20,2.8744865e-22,5.7830006e-19,1.3236296e-20
구요/Eomi,7.097743e-17,3.1302314e-20,8.0556535e-19,1.8418634e-17
생일/Noun,3.7131175e-20,1.4516133e-25,8.40164e-20,4.895551e-20
